DATA:1990/2/5 : 6.1
DATA:1990/2/7 : 7.9
DATA:1990/2/9 : 5.2
DATA:1990/2/11 : 11.1
DATA:1990/2/13 : 6.1
DATA:1990/2/15 : 8.0
DATA:1990/2/17 : 7.2
DATA:1990/2/19 : 12.3
DATA:1990/2/21 : 10.5
DATA:1990/2/23 : 12.9
DATA:1990/2/25 : 9.5
DATA:1990/2/27 : 7.0
DATA:1990/3/1 : 9.5
DATA:1990/3/3 : 9.0
DATA:1990/3/5 : 6.0
DATA:1990/3/7 : 5.7
DATA:1990/3/9 : 6.5
DATA:1990/3/11 : 11.5
DATA:1990/3/13 : 6.7
DATA:1990/3/15 : 10.9
DATA:1990/3/17 : 8.2
DATA:1990/3/19 : 9.1
DATA:1990/3/21 : 9.5
DATA:1990/3/23 : 15.0
DATA:1990/3/25 : 8.0
DATA:1990/3/27 : 10.1
DATA:1990/3/29 : 11.3
DATA:1990/3/31 : 13.7
DATA:1990/4/2 : 15.2
DATA:1990/4/4 : 12.4
DATA:1990/4/6 : 10.8
DATA:1990/4/8 : 12.0
DATA:1990/4/10 : 15.3
DATA:1990/4/12 : 18.2
DATA:1990/4/14 : 14.5
DATA:1990/4/16 : 11.9
DATA:1990/4/18 : 9.6
DATA:1990/4/20 : 12.8
DATA:1990/4/22 : 16.5
DATA:1990/4/24 : 11.2
DATA:1990/4/26 : 17.0
DATA:1990/4/28 : 19.1
DATA:1990/4/30 : 13.5
DATA:1990/5/2 : 15.3
DATA:1990/5/4 : 16.9
DATA:1990/5/6 : 17.2
DATA:1990/5/8 : 17.2
DATA:1990/5/10 : 21.2
DATA:1990/5/12 : 21.3
DATA:1990/5/14 : 19.8
DATA:1990/5/16 : 15.7
DATA:1990/5/18 : 18.1
DATA:1990/5/20 : 20.9
DATA:1990/5/22 : 18.7
DATA:1990/5/24 : 17.4
DATA:1990/5/26 : 17.6
DATA:1990/5/28 : 20.7
DATA:1990/5/30 : 22.2
DATA:1990/6/1 : 20.7
DATA:1990/6/3 : 22.5
DATA:1990/6/5 : 20.1
DATA:1990/6/7 : 23.4
DATA:1990/6/9 : 21.9
DATA:1990/6/11 : 25.1
DATA:1990/6/13 : 25.6
DATA:1990/6/15 : 23.6
DATA:1990/6/17 : 23.7
DATA:1990/6/19 : 26.5
DATA:1990/6/21 : 27.7
DATA:1990/6/23 : 28.8
DATA:1990/6/25 : 27.4
DATA:1990/6/27 : 25.4
DATA:1990/6/29 : 22.8
DATA:1990/7/1 : 20.9
DATA:1990/7/3 : 21.0
DATA:1990/7/5 : 23.6
DATA:1990/7/7 : 25.9
DATA:1990/7/9 : 28.9
DATA:1990/7/11 : 29.0
DATA:1990/7/13 : 25.6
DATA:1990/7/15 : 27.2
DATA:1990/7/17 : 29.7
DATA:1990/7/19 : 29.7
DATA:1990/7/21 : 30.1
DATA:1990/7/23 : 30.3
DATA:1990/7/25 : 29.4
DATA:1990/7/27 : 29.3
DATA:1990/7/29 : 30.2
DATA:1990/7/31 : 27.8
DATA:1990/8/2 : 30.0
DATA:1990/8/4 : 30.6
DATA:1990/8/6 : 29.6
DATA:1990/8/8 : 30.1
DATA:1990/8/10 : 30.2
DATA:1990/8/12 : 29.0
DATA:1990/8/14 : 29.5
DATA:1990/8/16 : 29.3
DATA:1990/8/18 : 27.2
DATA:1990/8/20 : 28.9
DATA:1990/8/22 : 31.0
DATA:1990/8/24 : 29.6
DATA:1990/8/26 : 27.0
DATA:1990/8/28 : 25.9
DATA:1990/8/30 : 28.5
DATA:1990/9/1 : 29.9
DATA:1990/9/3 : 25.7
DATA:1990/9/5 : 25.9
DATA:1990/9/7 : 26.3
DATA:1990/9/9 : 25.6
DATA:1990/9/11 : 28.7
DATA:1990/9/13 : 24.6
DATA:1990/9/15 : 23.2
DATA:1990/9/17 : 23.3
DATA:1990/9/19 : 24.8
DATA:1990/9/21 : 21.3
DATA:1990/9/23 : 25.2
DATA:1990/9/25 : 22.9
DATA:1990/9/27 : 23.0
DATA:1990/9/29 : 21.6
DATA:1990/10/1 : 21.9
DATA:1990/10/3 : 21.7
DATA:1990/10/5 : 24.3
DATA:1990/10/7 : 19.1
DATA:1990/10/9 : 18.2
DATA:1990/10/11 : 16.7
DATA:1990/10/13 : 19.0
DATA:1990/10/15 : 19.2
DATA:1990/10/17 : 18.8
DATA:1990/10/19 : 16.1
DATA:1990/10/21 : 16.8
DATA:1990/10/23 : 16.1
DATA:1990/10/25 : 15.5
DATA:1990/10/27 : 14.8
DATA:1990/10/29 : 13.3
DATA:1990/10/31 : 15.8
DATA:1990/11/2 : 15.5
DATA:1990/11/4 : 15.9
DATA:1990/11/6 : 15.4
DATA:1990/11/8 : 15.4
DATA:1990/11/10 : 11.3
DATA:1990/11/12 : 11.7
DATA:1990/11/14 : 13.5
DATA:1990/11/16 : 13.1
DATA:1990/11/18 : 15.4
DATA:1990/11/20 : 16.9
DATA:1990/11/22 : 8.2
DATA:1990/11/24 : 9.0
DATA:1990/11/26 : 13.2
DATA:1990/11/28 : 15.4
DATA:1990/11/30 : 16.1
DATA:1990/12/2 : 10.4
DATA:1990/12/4 : 7.7
DATA:1990/12/6 : 8.2
DATA:1990/12/8 : 9.7
DATA:1990/12/10 : 12.3
DATA:1990/12/12 : 7.8
DATA:1990/12/14 : 9.1
DATA:1990/12/16 : 6.8
DATA:1990/12/18 : 5.6
DATA:1990/12/20 : 7.3
DATA:1990/12/22 : 9.9
DATA:1990/12/24 : 4.8
DATA:1990/12/26 : 6.5
DATA:1990/12/28 : 4.5
DATA:1990/12/30 : 5.0
DATA:1991/1/1 : 10.7
DATA:1991/1/3 : 6.4
DATA:1991/1/5 : 3.4
DATA:1991/1/7 : 4.3
DATA:1991/1/9 : 3.9
DATA:1991/1/11 : 6.7
DATA:1991/1/13 : 4.2
DATA:1991/1/15 : 3.7
DATA:1991/1/17 : 4.3
DATA:1991/1/19 : 5.0
DATA:1991/1/21 : 7.8
DATA:1991/1/23 : 3.4
DATA:1991/1/25 : 7.4
DATA:1991/1/27 : 3.9
DATA:1991/1/29 : 3.5
DATA:1991/1/31 : 3.8
DATA:1991/2/2 : 3.4
DATA:1991/2/4 : 4.6
DATA:1991/2/6 : 4.7
DATA:1991/2/8 : 3.5
DATA:1991/2/10 : 6.5
DATA:1991/2/12 : 6.9
DATA:1991/2/14 : 8.5
DATA:1991/2/16 : 5.6
DATA:1991/2/18 : 2.7
DATA:1991/2/20 : 2.1
DATA:1991/2/22 : 1.6
DATA:1991/2/24 : 0.1
DATA:1991/2/26 : 2.8
DATA:1991/2/28 : 8.3
DATA:1991/3/2 : 4.1
DATA:1991/3/4 : 8.1
DATA:1991/3/6 : 13.9
DATA:1991/3/8 : 7.1
DATA:1991/3/10 : 8.6
DATA:1991/3/12 : 9.0
DATA:1991/3/14 : 5.8
DATA:1991/3/16 : 3.3
DATA:1991/3/18 : 7.7
DATA:1991/3/20 : 15.0
DATA:1991/3/22 : 9.8
DATA:1991/3/24 : 12.1
DATA:1991/3/26 : 13.4
DATA:1991/3/28 : 10.7
DATA:1991/3/30 : 12.3
DATA:1991/4/1 : 7.0
DATA:1991/4/3 : 8.5
DATA:1991/4/5 : 14.8
DATA:1991/4/7 : 16.0
DATA:1991/4/9 : 14.9
DATA:1991/4/11 : 17.9
DATA:1991/4/13 : 17.9
DATA:1991/4/15 : 15.1
DATA:1991/4/17 : 17.9
DATA:1991/4/19 : 14.1
DATA:1991/4/21 : 13.2
DATA:1991/4/23 : 15.5
DATA:1991/4/25 : 16.4
DATA:1991/4/27 : 16.6
DATA:1991/4/29 : 17.8
DATA:1991/5/1 : 14.1
DATA:1991/5/3 : 9.9
DATA:1991/5/5 : 12.8
DATA:1991/5/7 : 18.3
DATA:1991/5/9 : 17.8
DATA:1991/5/11 : 19.7
DATA:1991/5/13 : 18.7
DATA:1991/5/15 : 16.8
DATA:1991/5/17 : 17.7
DATA:1991/5/19 : 20.2
DATA:1991/5/21 : 20.3
DATA:1991/5/23 : 24.8
DATA:1991/5/25 : 25.4
DATA:1991/5/27 : 18.7
DATA:1991/5/29 : 19.6
DATA:1991/5/31 : 17.6
DATA:1991/6/2 : 19.1
DATA:1991/6/4 : 19.5
DATA:1991/6/6 : 22.3
DATA:1991/6/8 : 24.9
DATA:1991/6/10 : 23.4
DATA:1991/6/12 : 27.6
DATA:1991/6/14 : 23.3
DATA:1991/6/16 : 22.2
DATA:1991/6/18 : 24.3
DATA:1991/6/20 : 21.4
DATA:1991/6/22 : 23.0
DATA:1991/6/24 : 24.7
DATA:1991/6/26 : 29.8
DATA:1991/6/28 : 27.0
DATA:1991/6/30 : 26.1
DATA:1991/7/2 : 25.6
DATA:1991/7/4 : 22.8
DATA:1991/7/6 : 25.6
DATA:1991/7/8 : 27.2
DATA:1991/7/10 : 28.5
DATA:1991/7/12 : 28.0
DATA:1991/7/14 : 26.7
DATA:1991/7/16 : 25.2
DATA:1991/7/18 : 25.0
DATA:1991/7/20 : 27.0
DATA:1991/7/22 : 29.8
DATA:1991/7/24 : 29.9
DATA:1991/7/26 : 29.7
DATA:1991/7/28 : 26.0
DATA:1991/7/30 : 29.1
DATA:1991/8/1 : 30.9
DATA:1991/8/3 : 27.9
DATA:1991/8/5 : 25.2
DATA:1991/8/7 : 24.9
DATA:1991/8/9 : 26.0
DATA:1991/8/11 : 27.3
DATA:1991/8/13 : 26.5
DATA:1991/8/15 : 26.2
DATA:1991/8/17 : 29.1
DATA:1991/8/19 : 30.5
DATA:1991/8/21 : 28.7
DATA:1991/8/23 : 30.8
DATA:1991/8/25 : 25.5
DATA:1991/8/27 : 25.7
DATA:1991/8/29 : 26.8
DATA:1991/8/31 : 27.8
DATA:1991/9/2 : 28.2
DATA:1991/9/4 : 28.8
DATA:1991/9/6 : 29.2
DATA:1991/9/8 : 27.7
DATA:1991/9/10 : 24.2
DATA:1991/9/12 : 25.5
DATA:1991/9/14 : 24.9
DATA:1991/9/16 : 23.1
DATA:1991/9/18 : 23.6
DATA:1991/9/20 : 24.4
DATA:1991/9/22 : 23.5
DATA:1991/9/24 : 20.3
DATA:1991/9/26 : 22.7
DATA:1991/9/28 : 24.2
DATA:1991/9/30 : 20.0
DATA:1991/10/2 : 21.4
DATA:1991/10/4 : 22.1
DATA:1991/10/6 : 19.8
DATA:1991/10/8 : 20.8
DATA:1991/10/10 : 20.2
DATA:1991/10/12 : 21.8
DATA:1991/10/14 : 17.1
DATA:1991/10/16 : 14.3
DATA:1991/10/18 : 15.9
DATA:1991/10/20 : 14.5
DATA:1991/10/22 : 15.2
DATA:1991/10/24 : 16.0
DATA:1991/10/26 : 16.6
DATA:1991/10/28 : 16.5
DATA:1991/10/30 : 14.7
DATA:1991/11/1 : 14.5
DATA:1991/11/3 : 15.0
DATA:1991/11/5 : 10.7
DATA:1991/11/7 : 15.3
DATA:1991/11/9 : 13.1
DATA:1991/11/11 : 11.3
DATA:1991/11/13 : 11.2
DATA:1991/11/15 : 9.6
DATA:1991/11/17 : 10.0
DATA:1991/11/19 : 11.8
DATA:1991/11/21 : 9.1
DATA:1991/11/23 : 12.8
DATA:1991/11/25 : 6.9
DATA:1991/11/27 : 12.2
DATA:1991/11/29 : 13.7
DATA:1991/12/1 : 12.5
DATA:1991/12/3 : 9.3
DATA:1991/12/5 : 10.0
DATA:1991/12/7 : 12.0
DATA:1991/12/9 : 8.1
DATA:1991/12/11 : 9.2
DATA:1991/12/13 : 4.4
DATA:1991/12/15 : 4.8
DATA:1991/12/17 : 12.9
DATA:1991/12/19 : 7.0
DATA:1991/12/21 : 7.3
DATA:1991/12/23 : 12.5
DATA:1991/12/25 : 8.9
DATA:1991/12/27 : 5.5
DATA:1991/12/29 : 1.6
DATA:1991/12/31 : 4.7
DATA:1992/1/2 : 5.9
DATA:1992/1/4 : 6.0
DATA:1992/1/6 : 6.7
DATA:1992/1/8 : 9.0
DATA:1992/1/10 : 6.4
DATA:1992/1/12 : 6.2
DATA:1992/1/14 : 5.1
DATA:1992/1/16 : 3.0
DATA:1992/1/18 : 3.4
DATA:1992/1/20 : 3.7
DATA:1992/1/22 : 5.8
DATA:1992/1/24 : 4.6
DATA:1992/1/26 : 7.0
DATA:1992/1/28 : 7.5
DATA:1992/1/30 : 8.3
DATA:1992/2/1 : 2.7
DATA:1992/2/3 : 4.5
DATA:1992/2/5 : 4.6
DATA:1992/2/7 : 5.7
DATA:1992/2/9 : 3.4
DATA:1992/2/11 : 3.8
DATA:1992/2/13 : 6.5
DATA:1992/2/15 : 5.3
DATA:1992/2/17 : 4.3
DATA:1992/2/19 : 4.7
DATA:1992/2/21 : 2.9
DATA:1992/2/23 : 4.4
DATA:1992/2/25 : 3.0
DATA:1992/2/27 : 7.3
DATA:1992/2/29 : 12.3
DATA:1992/3/2 : 7.7
DATA:1992/3/4 : 7.6
DATA:1992/3/6 : 7.1
DATA:1992/3/8 : 6.4
DATA:1992/3/10 : 11.2
DATA:1992/3/12 : 10.7
DATA:1992/3/14 : 13.9
DATA:1992/3/16 : 10.1
DATA:1992/3/18 : 8.3
DATA:1992/3/20 : 9.8
DATA:1992/3/22 : 6.4
DATA:1992/3/24 : 11.4
DATA:1992/3/26 : 10.3
DATA:1992/3/28 : 10.6
DATA:1992/3/30 : 12.5
DATA:1992/4/1 : 13.6
DATA:1992/4/3 : 14.6
DATA:1992/4/5 : 13.3
DATA:1992/4/7 : 12.5
DATA:1992/4/9 : 17.5
DATA:1992/4/11 : 13.1
DATA:1992/4/13 : 7.9
DATA:1992/4/15 : 12.8
DATA:1992/4/17 : 11.8
DATA:1992/4/19 : 13.9
DATA:1992/4/21 : 17.2
DATA:1992/4/23 : 15.6
DATA:1992/4/25 : 15.3
DATA:1992/4/27 : 18.3
DATA:1992/4/29 : 18.1
DATA:1992/5/1 : 13.7
DATA:1992/5/3 : 15.9
DATA:1992/5/5 : 14.6
DATA:1992/5/7 : 15.4
DATA:1992/5/9 : 18.8
DATA:1992/5/11 : 15.7
DATA:1992/5/13 : 16.3
DATA:1992/5/15 : 16.9
DATA:1992/5/17 : 19.1
DATA:1992/5/19 : 17.5
DATA:1992/5/21 : 20.7
DATA:1992/5/23 : 16.1
DATA:1992/5/25 : 15.6
DATA:1992/5/27 : 17.7
DATA:1992/5/29 : 18.1
DATA:1992/5/31 : 19.2
DATA:1992/6/2 : 22.7
DATA:1992/6/4 : 23.8
DATA:1992/6/6 : 25.3
DATA:1992/6/8 : 20.8
DATA:1992/6/10 : 22.2
DATA:1992/6/12 : 22.0
DATA:1992/6/14 : 23.6
DATA:1992/6/16 : 22.4
DATA:1992/6/18 : 20.6
DATA:1992/6/20 : 19.7
DATA:1992/6/22 : 20.8
DATA:1992/6/24 : 19.6
DATA:1992/6/26 : 22.2
DATA:1992/6/28 : 23.7
DATA:1992/6/30 : 19.3
DATA:1992/7/2 : 22.6
